ProtocolType,ProtocolName,EventType,EventName,FormName,Date,Ancestry,SiteID,SiteType,SiteStatus,Slope,Aspect,Elevation,SpeciesSymbol,FieldSymbol,SpeciesName,SpeciesName1,CommonName,SpeciesQualifier,FieldQualifier,Transect,SampleNumber,Element,SubElement,cParameter,cParameter2,cParameter3,cValue,cValueCommon,cValue2,cValue2Common,cValue3,cValue3Common,nValue,nValue2,nValue3,DDLat,DDLong
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_BARE,G_BARE,Bare Soil,Bare Soil,Bare Soil,NA,NA,1,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_BARE,G_BARE,Bare Soil,Bare Soil,Bare Soil,NA,NA,1,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_BARE,G_BARE,Bare Soil,Bare Soil,Bare Soil,NA,NA,1,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_BARE,G_BARE,Bare Soil,Bare Soil,Bare Soil,NA,NA,1,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_ROCK2,G_ROCK2,"Rock (>3"")","Rock (>3"")","Rock >3""",NA,NA,1,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_BARE,G_BARE,Bare Soil,Bare Soil,Bare Soil,NA,NA,1,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
CM Masters Protocol,CM Masters Protocol,Point Ground Cover,Point Ground Cover,DWR Sampling,11/14/2025,USFS > Region 03 > Prescott National Forest > Bradshaw Ranger District > Burnt Ranch Allotment > Doce Root Plow Pasture,03-09-03-00304-004-C03,Key Area,Active,4,72,1696,G_LITTH2,G_LITTH2,"Herbaceous Litter (<1/2"" depth)","Herbaceous Litter (<1/2"" depth)","H.Litter <1/2"" depth",NA,NA,1,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.59314502235114,-112.59639678593051
